"cost","loss","epsilon","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","model"
0.5,"L2_dual",0.1,0.730536634195171,0.553903903903904,0.799070847851336,0.0424002756768293,0.101276804972608,0.0396168592353323,"L2_Logistic_Regression"
0.6,"L2_dual",0.1,0.730005702566678,0.548498498498499,0.799070847851336,0.043335436319524,0.0935816156092708,0.0396168592353323,"L2_Logistic_Regression"
0.7,"L2_dual",0.1,0.72975318524099,0.548498498498499,0.799070847851336,0.0426071850387502,0.0935816156092708,0.0396168592353323,"L2_Logistic_Regression"
0.8,"L2_dual",0.1,0.730276443691078,0.553903903903904,0.799070847851336,0.0421227123638423,0.101276804972608,0.0396168592353323,"L2_Logistic_Regression"
0.9,"L2_dual",0.1,0.730672397135812,0.548498498498499,0.799070847851336,0.0418703297367828,0.0935816156092708,0.0396168592353323,"L2_Logistic_Regression"
1,"L2_dual",0.1,0.731584459023483,0.548498498498499,0.789430894308943,0.042133508609585,0.0935816156092708,0.0313309119439417,"L2_Logistic_Regression"
0.1,"L2_dual",0.1,0.733805495390861,0.527477477477478,0.793728222996516,0.0316778800548592,0.0529255318606582,0.0790306495509221,"L2_Logistic_Regression"
0.2,"L2_dual",0.1,0.735207332768308,0.543693693693694,0.788734030197445,0.0322450787402293,0.0457046303733209,0.0948232516231538,"L2_Logistic_Regression"
0.3,"L2_dual",0.1,0.734673262112287,0.554504504504505,0.779210220673635,0.0336508927946466,0.0386312146990942,0.0946042760225516,"L2_Logistic_Regression"
0.4,"L2_dual",0.1,0.734254899498802,0.554504504504505,0.78397212543554,0.0360128775308136,0.0386312146990942,0.0925952679581637,"L2_Logistic_Regression"
0.5,"L2_dual",0.1,0.734384471579594,0.549099099099099,0.779094076655052,0.0368429305794594,0.0331165338301132,0.102567071493464,"L2_Logistic_Regression"
0.6,"L2_dual",0.1,0.735685336904849,0.554504504504505,0.783855981416957,0.0372100120406984,0.0276027273871235,0.102121242355077,"L2_Logistic_Regression"
0.7,"L2_dual",0.1,0.736990649185771,0.55990990990991,0.783855981416957,0.0379469325181155,0.0188167554722571,0.102121242355077,"L2_Logistic_Regression"
0.8,"L2_dual",0.1,0.737502310673042,0.55990990990991,0.779094076655052,0.0385350272118849,0.0188167554722571,0.102567071493464,"L2_Logistic_Regression"
0.9,"L2_dual",0.1,0.737888847035189,0.554504504504505,0.779094076655052,0.0390233341739061,0.0199168387112019,0.102567071493464,"L2_Logistic_Regression"
1,"L2_dual",0.1,0.73827895840091,0.549099099099099,0.779094076655052,0.0395263362335549,0.0270457892833839,0.102567071493464,"L2_Logistic_Regression"
0.1,"L2_dual",0.1,0.740547516157272,0.516216216216216,0.818002322880372,0.0129338999152709,0.0241737078648626,0.0605309821971539,"L2_Logistic_Regression"
0.2,"L2_dual",0.1,0.737932357444553,0.543243243243243,0.808478513356562,0.0122742481544717,0.0509228207605859,0.0483244961327755,"L2_Logistic_Regression"
0.3,"L2_dual",0.1,0.739353028987175,0.548648648648649,0.803716608594657,0.013994910759035,0.0585931983477806,0.0548004108865904,"L2_Logistic_Regression"
0.4,"L2_dual",0.1,0.738822533334728,0.554204204204204,0.799070847851336,0.0130703555548057,0.0539611731210599,0.0546509752498785,"L2_Logistic_Regression"
0.5,"L2_dual",0.1,0.738688427103061,0.554204204204204,0.789547038327526,0.0117674936634067,0.0539611731210599,0.0539251062414615,"L2_Logistic_Regression"
0.6,"L2_dual",0.1,0.738935974301828,0.565165165165165,0.780023228803717,0.0126048822589682,0.0636112311708665,0.0562960134020586,"L2_Logistic_Regression"
0.7,"L2_dual",0.1,0.737771395088468,0.565165165165165,0.775145180023229,0.0117230588160104,0.0636112311708665,0.0546361635164524,"L2_Logistic_Regression"
0.8,"L2_dual",0.1,0.736219407560871,0.565165165165165,0.775145180023229,0.0118290948619234,0.0636112311708665,0.0546361635164524,"L2_Logistic_Regression"
0.9,"L2_dual",0.1,0.735050817367891,0.565165165165165,0.775145180023229,0.0121423477012837,0.0636112311708665,0.0546361635164524,"L2_Logistic_Regression"
1,"L2_dual",0.1,0.734526163794456,0.565165165165165,0.775145180023229,0.0123745913789115,0.0636112311708665,0.0546361635164524,"L2_Logistic_Regression"
0.1,"L2_dual",0.1,0.736883835054567,0.527027027027027,0.813124274099884,0.0688780766933771,0.150480117914325,0.0374967146170754,"L2_Logistic_Regression"
0.2,"L2_dual",0.1,0.734758451831623,0.571021021021021,0.788966318234611,0.0679984485411775,0.148576210092736,0.0689488650842326,"L2_Logistic_Regression"
0.3,"L2_dual",0.1,0.734217231168451,0.576426426426426,0.788966318234611,0.0714055860040677,0.137430866616473,0.0689488650842326,"L2_Logistic_Regression"
0.4,"L2_dual",0.1,0.73186976174781,0.587237237237237,0.779442508710801,0.0728924303535889,0.131931922438371,0.0644290558155418,"L2_Logistic_Regression"
0.5,"L2_dual",0.1,0.731602508431777,0.581831831831832,0.769918699186992,0.0725895675155363,0.134844950361946,0.055118566640725,"L2_Logistic_Regression"
0.6,"L2_dual",0.1,0.731345108174376,0.581831831831832,0.769918699186992,0.0728592080039988,0.134844950361946,0.055118566640725,"L2_Logistic_Regression"
0.7,"L2_dual",0.1,0.731229836107885,0.587237237237237,0.760394889663182,0.0733207115256784,0.141289216938177,0.0475935457619586,"L2_Logistic_Regression"
0.8,"L2_dual",0.1,0.730830307659576,0.587237237237237,0.755516840882695,0.0738421284196262,0.141289216938177,0.0576962290064079,"L2_Logistic_Regression"
0.9,"L2_dual",0.1,0.730572035450084,0.581831831831832,0.755516840882695,0.073837926251716,0.145275604964475,0.0576962290064079,"L2_Logistic_Regression"
1,"L2_dual",0.1,0.730151492956371,0.576276276276276,0.755516840882695,0.0735051505890851,0.14306244531552,0.0576962290064079,"L2_Logistic_Regression"
0.1,"L2_dual",0.1,0.755709542294908,0.576426426426426,0.78931475029036,0.0431865093173413,0.0530765383264821,0.093308546099226,"L2_Logistic_Regression"
0.2,"L2_dual",0.1,0.75950131315985,0.598348348348348,0.789198606271777,0.0370560407911061,0.0817008622154173,0.0952664188358183,"L2_Logistic_Regression"
0.3,"L2_dual",0.1,0.760172541879859,0.603753753753754,0.784436701509872,0.0345592247850899,0.0777170273024459,0.0817283845495697,"L2_Logistic_Regression"
0.4,"L2_dual",0.1,0.762143327996987,0.609159159159159,0.779558652729384,0.0320613044219655,0.0846046466485312,0.0794214081098552,"L2_Logistic_Regression"
0.5,"L2_dual",0.1,0.762659436439924,0.609159159159159,0.779558652729384,0.0320411871789919,0.0846046466485312,0.0862644011990157,"L2_Logistic_Regression"
0.6,"L2_dual",0.1,0.763184525989404,0.609159159159159,0.779442508710801,0.0309811255888667,0.0846046466485312,0.086904912274853,"L2_Logistic_Regression"
0.7,"L2_dual",0.1,0.763582223338321,0.609159159159159,0.779442508710801,0.0295186250794423,0.0846046466485312,0.086904912274853,"L2_Logistic_Regression"
0.8,"L2_dual",0.1,0.764357127162005,0.614414414414414,0.784204413472706,0.0291796266153788,0.096904445474053,0.0863542689288448,"L2_Logistic_Regression"
0.9,"L2_dual",0.1,0.763706040535309,0.614414414414414,0.774564459930314,0.0288996782100283,0.096904445474053,0.0940662588712349,"L2_Logistic_Regression"
1,"L2_dual",0.1,0.764488530342189,0.614414414414414,0.779326364692218,0.0280064596558949,0.096904445474053,0.0938676145007269,"L2_Logistic_Regression"
0.1,"L2_dual",0.1,0.726838249399225,0.483483483483483,0.846689895470383,0.0711132121600612,0.0413390387325412,0.0288057069111171,"L2_Logistic_Regression"
0.2,"L2_dual",0.1,0.728278539863906,0.505105105105105,0.808246225319396,0.0716504390225137,0.058976715980144,0.0527950902230738,"L2_Logistic_Regression"
0.3,"L2_dual",0.1,0.72658032597057,0.515915915915916,0.793960511033682,0.0724799329339168,0.0531879223245967,0.0484238386286819,"L2_Logistic_Regression"
0.4,"L2_dual",0.1,0.727633644097059,0.515765765765766,0.798722415795587,0.0722387416855955,0.0699649755270679,0.0455700644204648,"L2_Logistic_Regression"
0.5,"L2_dual",0.1,0.726333214747849,0.521171171171171,0.789082462253194,0.0725144458241343,0.0707866795183987,0.0542179262536288,"L2_Logistic_Regression"
0.6,"L2_dual",0.1,0.726857432345237,0.521171171171171,0.789082462253194,0.0724138431429634,0.0707866795183987,0.0542179262536288,"L2_Logistic_Regression"
0.7,"L2_dual",0.1,0.725926100316344,0.531981981981982,0.789082462253194,0.0736246463935604,0.0805223491558613,0.0542179262536288,"L2_Logistic_Regression"
0.8,"L2_dual",0.1,0.724638663053297,0.531981981981982,0.789082462253194,0.0726812609814414,0.0827591614779794,0.0542179262536288,"L2_Logistic_Regression"
0.9,"L2_dual",0.1,0.724892924283168,0.542792792792793,0.789082462253194,0.0734793910531169,0.0810497937632729,0.0542179262536288,"L2_Logistic_Regression"
1,"L2_dual",0.1,0.723603219944683,0.548198198198198,0.789082462253194,0.0728091781216283,0.0839640122955435,0.0542179262536288,"L2_Logistic_Regression"
0.1,"L2_dual",0.1,0.744639064151259,0.49954954954955,0.837282229965157,0.050225020095151,0.0668960625993743,0.0958992025446557,"L2_Logistic_Regression"
0.2,"L2_dual",0.1,0.748365089828504,0.532432432432432,0.81335656213705,0.0446909053282523,0.0630952298915067,0.0898068180874658,"L2_Logistic_Regression"
0.3,"L2_dual",0.1,0.750871603310628,0.548798798798799,0.808594657375145,0.0440270644860342,0.0463341565291576,0.0842050142154869,"L2_Logistic_Regression"
0.4,"L2_dual",0.1,0.751942011698109,0.55960960960961,0.799070847851336,0.0427135138533961,0.0462903440158124,0.0899375889830796,"L2_Logistic_Regression"
0.5,"L2_dual",0.1,0.751820112795722,0.55960960960961,0.799070847851336,0.0422438799324064,0.0462903440158124,0.0899375889830796,"L2_Logistic_Regression"
0.6,"L2_dual",0.1,0.752084314279436,0.565015015015015,0.794308943089431,0.0426497293368217,0.045068812548493,0.100308701323032,"L2_Logistic_Regression"
0.7,"L2_dual",0.1,0.752362118215777,0.565015015015015,0.799070847851336,0.0423356911377275,0.045068812548493,0.104514291043239,"L2_Logistic_Regression"
0.8,"L2_dual",0.1,0.752890521183204,0.565015015015015,0.799070847851336,0.0426487289683542,0.045068812548493,0.104514291043239,"L2_Logistic_Regression"
0.9,"L2_dual",0.1,0.75238932312103,0.57042042042042,0.794308943089431,0.042196437222069,0.0507642979946323,0.101711760741476,"L2_Logistic_Regression"
1,"L2_dual",0.1,0.751996421508617,0.57042042042042,0.794308943089431,0.0411405686079898,0.0507642979946323,0.101711760741476,"L2_Logistic_Regression"
0.1,"L2_dual",0.1,0.757710149173564,0.5,0.851567944250871,0.0610813297041209,0.0405405405405405,0.0268754849779951,"L2_Logistic_Regression"
0.2,"L2_dual",0.1,0.76205717913035,0.543543543543544,0.842044134727062,0.061863454087263,0.0835730933938483,0.0138827329708268,"L2_Logistic_Regression"
0.3,"L2_dual",0.1,0.762717246863588,0.570720720720721,0.842044134727062,0.0614827618286055,0.11001047680885,0.0138827329708268,"L2_Logistic_Regression"
0.4,"L2_dual",0.1,0.76131139850652,0.587087087087087,0.842044134727062,0.06006723525252,0.113052195099586,0.0138827329708268,"L2_Logistic_Regression"
0.5,"L2_dual",0.1,0.763020686191418,0.587087087087087,0.837282229965157,0.057675253235614,0.111425170952864,0.0202437391837215,"L2_Logistic_Regression"
0.6,"L2_dual",0.1,0.761856542954104,0.592492492492492,0.837282229965157,0.0564812171268344,0.105840413756633,0.0202437391837215,"L2_Logistic_Regression"
0.7,"L2_dual",0.1,0.761480731602683,0.592492492492492,0.832520325203252,0.0555992528139048,0.105840413756633,0.0238788260836703,"L2_Logistic_Regression"
0.8,"L2_dual",0.1,0.761361884532616,0.592492492492492,0.837282229965157,0.0546417557941484,0.105840413756633,0.0202437391837215,"L2_Logistic_Regression"
0.9,"L2_dual",0.1,0.761372173567295,0.592492492492492,0.822996515679443,0.0543352828176741,0.105840413756633,0.0268497490847596,"L2_Logistic_Regression"
1,"L2_dual",0.1,0.761110762330275,0.592492492492492,0.822996515679443,0.0551629733966601,0.105840413756633,0.0209155997737671,"L2_Logistic_Regression"
0.1,"L2_dual",0.1,0.755560787268104,0.581831831831832,0.813240418118467,0.0653042467879391,0.0759298189743763,0.0575449367828252,"L2_Logistic_Regression"
0.2,"L2_dual",0.1,0.758548618304716,0.598198198198198,0.818118466898955,0.0657847990416928,0.0822241744800334,0.0550542862652439,"L2_Logistic_Regression"
0.3,"L2_dual",0.1,0.757045024118195,0.609159159159159,0.808594657375145,0.0646253545625014,0.0824179357880491,0.0583581799133123,"L2_Logistic_Regression"
0.4,"L2_dual",0.1,0.757485534314803,0.603603603603604,0.808594657375145,0.0637121928441563,0.075911259217805,0.0583581799133123,"L2_Logistic_Regression"
0.5,"L2_dual",0.1,0.758169842316184,0.614414414414414,0.808594657375145,0.065878028658549,0.068135749193474,0.0583581799133123,"L2_Logistic_Regression"
0.6,"L2_dual",0.1,0.75805474464011,0.609009009009009,0.79883855981417,0.0670193251899453,0.0760714660633678,0.0630256562917395,"L2_Logistic_Regression"
0.7,"L2_dual",0.1,0.758447646252524,0.609009009009009,0.79883855981417,0.0657824634035087,0.0760714660633678,0.0630256562917395,"L2_Logistic_Regression"
0.8,"L2_dual",0.1,0.758183444768811,0.603603603603604,0.79883855981417,0.0663133701247577,0.0849908210095189,0.0630256562917395,"L2_Logistic_Regression"
0.9,"L2_dual",0.1,0.757167446191836,0.603603603603604,0.794076655052265,0.0648195458793209,0.0849908210095189,0.0582367002678661,"L2_Logistic_Regression"
1,"L2_dual",0.1,0.755629845873748,0.603603603603604,0.794076655052265,0.0637109778352699,0.0849908210095189,0.0582367002678661,"L2_Logistic_Regression"
0.1,"L2_dual",0.1,0.734549706500926,0.527477477477478,0.818350754936121,0.0590986299787497,0.0652842423757283,0.100133725762984,"L2_Logistic_Regression"
0.2,"L2_dual",0.1,0.736006215274508,0.576426426426426,0.785017421602787,0.0575896853436001,0.0733057268256805,0.0975457650882695,"L2_Logistic_Regression"
0.3,"L2_dual",0.1,0.735626916114721,0.576426426426426,0.775493612078978,0.0582655708413717,0.0890524578558058,0.113077699584894,"L2_Logistic_Regression"
0.4,"L2_dual",0.1,0.733960615667933,0.581831831831832,0.775493612078978,0.0561101623174612,0.0805965110870266,0.113077699584894,"L2_Logistic_Regression"
0.5,"L2_dual",0.1,0.732294315221145,0.587237237237237,0.775493612078978,0.0568923438555991,0.0731671991032197,0.113077699584894,"L2_Logistic_Regression"
0.6,"L2_dual",0.1,0.730993711481516,0.587237237237237,0.770731707317073,0.0558642261794743,0.0731671991032197,0.121500605456151,"L2_Logistic_Regression"
0.7,"L2_dual",0.1,0.731650814577644,0.587237237237237,0.770731707317073,0.0551270731565106,0.0731671991032197,0.121500605456151,"L2_Logistic_Regression"
0.8,"L2_dual",0.1,0.731901413608731,0.587237237237237,0.770731707317073,0.054844227315636,0.0731671991032197,0.121500605456151,"L2_Logistic_Regression"
0.9,"L2_dual",0.1,0.731373010641303,0.587237237237237,0.765969802555168,0.0542452656919833,0.0731671991032197,0.117673580919533,"L2_Logistic_Regression"
1,"L2_dual",0.1,0.730837806447563,0.587087087087087,0.765969802555168,0.0533738887823402,0.0633662097477753,0.117673580919533,"L2_Logistic_Regression"
0.1,"L2_dual",0.1,0.724948467631394,0.521771771771772,0.832752613240418,0.0510168990708361,0.0121751311863565,0.072924895358729,"L2_Logistic_Regression"
0.2,"L2_dual",0.1,0.723397264860679,0.521621621621622,0.832752613240418,0.0503594218207612,0.018130280898647,0.072924895358729,"L2_Logistic_Regression"
0.3,"L2_dual",0.1,0.724041201480226,0.505405405405405,0.827990708478513,0.0487175188089162,0.0120868539324313,0.0755509922202714,"L2_Logistic_Regression"
0.4,"L2_dual",0.1,0.723398572788817,0.49984984984985,0.827990708478513,0.0477849412497693,0.0193775153390037,0.0676325777816796,"L2_Logistic_Regression"
0.5,"L2_dual",0.1,0.721840307206161,0.494294294294294,0.827990708478513,0.0481886242616731,0.0302245949311378,0.0676325777816796,"L2_Logistic_Regression"
0.6,"L2_dual",0.1,0.721178931544785,0.494294294294294,0.827990708478513,0.0477212814063324,0.0302245949311378,0.0676325777816796,"L2_Logistic_Regression"
0.7,"L2_dual",0.1,0.720515724784017,0.494294294294294,0.823228803716609,0.0473713106592848,0.0302245949311378,0.0720474497077821,"L2_Logistic_Regression"
0.8,"L2_dual",0.1,0.719465981661104,0.488738738738739,0.813704994192799,0.0466987182944949,0.0419548108337774,0.0842878756538555,"L2_Logistic_Regression"
0.9,"L2_dual",0.1,0.719594681789804,0.488738738738739,0.808943089430894,0.0468742936498304,0.0419548108337774,0.0900996160428315,"L2_Logistic_Regression"
1,"L2_dual",0.1,0.721143530289872,0.488738738738739,0.80418118466899,0.0451069765168739,0.0419548108337774,0.0842058151991944,"L2_Logistic_Regression"
0.1,"L2_dual",0.1,0.72740266398803,0.570570570570571,0.799070847851336,0.0540400095220865,0.0360985443848988,0.0430458156815534,"L2_Logistic_Regression"
0.2,"L2_dual",0.1,0.729001039366893,0.586786786786787,0.770499419279907,0.0555770194588435,0.0374232494406592,0.0614060357065849,"L2_Logistic_Regression"
0.3,"L2_dual",0.1,0.730795255185499,0.586786786786787,0.7801393728223,0.058588557047137,0.0374232494406592,0.0559297065765315,"L2_Logistic_Regression"
0.4,"L2_dual",0.1,0.731442330832575,0.586786786786787,0.784901277584204,0.0599125646831954,0.0321756041705198,0.0549948366771364,"L2_Logistic_Regression"
0.5,"L2_dual",0.1,0.730914538231611,0.586636636636637,0.7801393728223,0.0601572122137847,0.0398096160022546,0.0559297065765315,"L2_Logistic_Regression"
0.6,"L2_dual",0.1,0.730912271156174,0.597447447447447,0.775377468060395,0.0612073918606114,0.0488288195945014,0.0537744924653607,"L2_Logistic_Regression"
0.7,"L2_dual",0.1,0.731287646531549,0.597447447447447,0.775377468060395,0.06154116807489,0.0488288195945014,0.0537744924653607,"L2_Logistic_Regression"
0.8,"L2_dual",0.1,0.732464781855026,0.586636636636637,0.77061556329849,0.0621554431882536,0.0398096160022546,0.0562624571424856,"L2_Logistic_Regression"
0.9,"L2_dual",0.1,0.732194389511463,0.586636636636637,0.77061556329849,0.0624648719278463,0.0398096160022546,0.0562624571424856,"L2_Logistic_Regression"
1,"L2_dual",0.1,0.731411027752491,0.592042042042042,0.77061556329849,0.0624097719608634,0.0428770047535475,0.0562624571424856,"L2_Logistic_Regression"
0.1,"L2_dual",0.1,0.753268774000481,0.55990990990991,0.832288037166086,0.0372361689127664,0.0739411361553247,0.0569896224982782,"L2_Logistic_Regression"
0.2,"L2_dual",0.1,0.755879398562325,0.565315315315315,0.813124274099884,0.0405638989372752,0.0623755965050731,0.0733093280239859,"L2_Logistic_Regression"
0.3,"L2_dual",0.1,0.756271777003484,0.565315315315315,0.803368176538908,0.0411405120241943,0.0706144838134724,0.0850944194144375,"L2_Logistic_Regression"
0.4,"L2_dual",0.1,0.757047116803214,0.570720720720721,0.784320557491289,0.041277154961687,0.060844168361762,0.0692368386331218,"L2_Logistic_Regression"
0.5,"L2_dual",0.1,0.756672177403885,0.570720720720721,0.789082462253194,0.0437016687374288,0.060844168361762,0.0740986095376101,"L2_Logistic_Regression"
0.6,"L2_dual",0.1,0.756795035453572,0.570720720720721,0.779558652729384,0.0436612160280564,0.060844168361762,0.063562460383524,"L2_Logistic_Regression"
0.7,"L2_dual",0.1,0.7563968149334,0.576126126126126,0.784320557491289,0.0436929804436525,0.0645811487884265,0.0581077126018418,"L2_Logistic_Regression"
0.8,"L2_dual",0.1,0.755890995525142,0.565315315315315,0.784320557491289,0.0444151046820518,0.0528679936680428,0.0581077126018418,"L2_Logistic_Regression"
0.9,"L2_dual",0.1,0.755234938771524,0.55990990990991,0.784320557491289,0.0449258805664877,0.0466928341536669,0.0581077126018418,"L2_Logistic_Regression"
1,"L2_dual",0.1,0.755234066819433,0.55990990990991,0.779558652729384,0.0437400368107946,0.0466928341536669,0.053911033397019,"L2_Logistic_Regression"
0.1,"L2_dual",0.1,0.738451779305438,0.516966966966967,0.842044134727062,0.072564811923085,0.0848640625725844,0.0599507366006204,"L2_Logistic_Regression"
0.2,"L2_dual",0.1,0.743235308479211,0.538738738738739,0.827642276422764,0.0670058695919685,0.0904048555265016,0.0620221565251686,"L2_Logistic_Regression"
0.3,"L2_dual",0.1,0.745852821462578,0.555105105105105,0.827642276422764,0.0668082245749073,0.0916278911970585,0.0620221565251686,"L2_Logistic_Regression"
0.4,"L2_dual",0.1,0.747802157558255,0.56051051051051,0.822764227642276,0.0657767856535398,0.0851425496344969,0.0651409029088443,"L2_Logistic_Regression"
0.5,"L2_dual",0.1,0.748695908452006,0.56036036036036,0.813124274099884,0.0644236895516945,0.0788995821470678,0.065118896852264,"L2_Logistic_Regression"
0.6,"L2_dual",0.1,0.748837600666869,0.56036036036036,0.817886178861789,0.0651976809792288,0.0788995821470678,0.063462902758385,"L2_Logistic_Regression"
0.7,"L2_dual",0.1,0.748591884567494,0.56036036036036,0.822764227642276,0.0656865087656243,0.0788995821470678,0.0582494385872093,"L2_Logistic_Regression"
0.8,"L2_dual",0.1,0.748211626260407,0.56036036036036,0.827526132404181,0.0659520441876761,0.0897290061116305,0.0527433249926111,"L2_Logistic_Regression"
0.9,"L2_dual",0.1,0.748472165545336,0.565765765765766,0.827526132404181,0.0659027696326575,0.0869731054857454,0.0527433249926111,"L2_Logistic_Regression"
1,"L2_dual",0.1,0.747824653922215,0.576576576576577,0.822764227642276,0.0658000218519282,0.0864113787984274,0.0557633426518436,"L2_Logistic_Regression"
0.1,"L2_dual",0.1,0.742353241743486,0.603603603603604,0.803484320557491,0.0527089253935619,0.102520780871541,0.0537167655458045,"L2_Logistic_Regression"
0.2,"L2_dual",0.1,0.747025422635179,0.609159159159159,0.789198606271777,0.0507510849011747,0.102200866381657,0.0476756695743874,"L2_Logistic_Regression"
0.3,"L2_dual",0.1,0.748580985166351,0.625375375375375,0.78931475029036,0.0508647203173651,0.0947523590264253,0.0436321405241138,"L2_Logistic_Regression"
0.4,"L2_dual",0.1,0.748059470620446,0.631081081081081,0.784436701509872,0.0511503591751075,0.101980032133654,0.0492729962637775,"L2_Logistic_Regression"
0.5,"L2_dual",0.1,0.748712388346535,0.62027027027027,0.779558652729384,0.0513260879372643,0.115893644097282,0.0564787237280786,"L2_Logistic_Regression"
