"normal","cancer","names","model"
0.57771219055544,0.57771219055544,"Otu00231","L2_Logistic_Regression"
0.577543166215935,0.577543166215935,"Otu00010","L2_Logistic_Regression"
0.769229769086748,0.769229769086748,"fit_result","L2_Logistic_Regression"
0.604899105471188,0.604899105471188,"Otu00002","L2_Logistic_Regression"
0.593873517786561,0.593873517786561,"Otu00128","L2_Logistic_Regression"
0.587580611608072,0.587580611608072,"Otu00822","L2_Logistic_Regression"
0.587450592885375,0.587450592885375,"Otu00058","L2_Logistic_Regression"
0.583198980653214,0.583198980653214,"Otu00367","L2_Logistic_Regression"
0.580429581859788,0.580429581859788,"Otu00110","L2_Logistic_Regression"
0.580169544414396,0.580169544414396,"Otu00495","L2_Logistic_Regression"
0.5800395256917,0.5800395256917,"Otu00361","L2_Logistic_Regression"
0.575787913459538,0.575787913459538,"Otu00121","L2_Logistic_Regression"
0.774443519866861,0.774443519866861,"fit_result","L2_Logistic_Regression"
0.607577491158727,0.607577491158727,"Otu00002","L2_Logistic_Regression"
0.598658206781777,0.598658206781777,"Otu00128","L2_Logistic_Regression"
0.598580195548159,0.598580195548159,"Otu00058","L2_Logistic_Regression"
0.593535469107552,0.593535469107552,"Otu00822","L2_Logistic_Regression"
0.587866652798003,0.587866652798003,"Otu00110","L2_Logistic_Regression"
0.586488454337425,0.586488454337425,"Otu00021","L2_Logistic_Regression"
0.586059392552528,0.586059392552528,"Otu00367","L2_Logistic_Regression"
0.5843171416684,0.5843171416684,"Otu00010","L2_Logistic_Regression"
0.580312565009361,0.580312565009361,"Otu00109","L2_Logistic_Regression"
0.766408362804244,0.766408362804244,"fit_result","L2_Logistic_Regression"
0.602740794674433,0.602740794674433,"Otu00058","L2_Logistic_Regression"
0.600413459538173,0.600413459538173,"Otu00128","L2_Logistic_Regression"
0.598580195548159,0.598580195548159,"Otu00021","L2_Logistic_Regression"
0.596642916579987,0.596642916579987,"Otu00264","L2_Logistic_Regression"
0.594614624505929,0.594614624505929,"Otu00002","L2_Logistic_Regression"
0.586085396297067,0.586085396297067,"Otu00822","L2_Logistic_Regression"
0.585448304555856,0.585448304555856,"Otu00185","L2_Logistic_Regression"
0.583615040565841,0.583615040565841,"Otu00109","L2_Logistic_Regression"
0.58334200124818,0.58334200124818,"Otu00367","L2_Logistic_Regression"
0.778305075930934,0.778305075930934,"fit_result","L2_Logistic_Regression"
0.611530060328687,0.611530060328687,"Otu00058","L2_Logistic_Regression"
0.593366444768047,0.593366444768047,"Otu00002","L2_Logistic_Regression"
0.591858227584772,0.591858227584772,"Otu00110","L2_Logistic_Regression"
0.591559184522571,0.591559184522571,"Otu00361","L2_Logistic_Regression"
0.590519034741003,0.590519034741003,"Otu00367","L2_Logistic_Regression"
0.586553463698773,0.586553463698773,"Otu00264","L2_Logistic_Regression"
0.585123257749116,0.585123257749116,"Otu00109","L2_Logistic_Regression"
0.582899937591013,0.582899937591013,"Otu00822","L2_Logistic_Regression"
0.580273559392553,0.580273559392553,"Otu00044","L2_Logistic_Regression"
0.765108175577283,0.765108175577283,"fit_result","L2_Logistic_Regression"
0.608682650301643,0.608682650301643,"Otu00002","L2_Logistic_Regression"
0.602428749739963,0.602428749739963,"Otu00822","L2_Logistic_Regression"
0.59061004784689,0.59061004784689,"Otu00361","L2_Logistic_Regression"
0.587996671520699,0.587996671520699,"Otu00367","L2_Logistic_Regression"
0.587697628458498,0.587697628458498,"Otu00155","L2_Logistic_Regression"
0.586527459954233,0.586527459954233,"Otu00058","L2_Logistic_Regression"
0.586267422508841,0.586267422508841,"Otu00014","L2_Logistic_Regression"
0.584382151029748,0.584382151029748,"Otu00128","L2_Logistic_Regression"
0.582925941335552,0.582925941335552,"Otu00044","L2_Logistic_Regression"
0.764198044518411,0.764198044518411,"fit_result","L2_Logistic_Regression"
0.625273039317662,0.625273039317662,"Otu00002","L2_Logistic_Regression"
0.597345017682546,0.597345017682546,"Otu00058","L2_Logistic_Regression"
0.593808508425213,0.593808508425213,"Otu00109","L2_Logistic_Regression"
0.590089972956106,0.590089972956106,"Otu00128","L2_Logistic_Regression"
0.589374869981277,0.589374869981277,"Otu00361","L2_Logistic_Regression"
0.58862076138964,0.58862076138964,"Otu00121","L2_Logistic_Regression"
0.587476596629915,0.587476596629915,"Otu00822","L2_Logistic_Regression"
0.587359579779488,0.587359579779488,"Otu00003","L2_Logistic_Regression"
0.58400509673393,0.58400509673393,"Otu00659","L2_Logistic_Regression"
0.777225920532557,0.777225920532557,"fit_result","L2_Logistic_Regression"
0.618577075098814,0.618577075098814,"Otu00002","L2_Logistic_Regression"
0.609345745787393,0.609345745787393,"Otu00128","L2_Logistic_Regression"
0.600608487622218,0.600608487622218,"Otu00109","L2_Logistic_Regression"
0.59457561888912,0.59457561888912,"Otu00822","L2_Logistic_Regression"
0.594445600166424,0.594445600166424,"Otu00017","L2_Logistic_Regression"
0.593795506552944,0.593795506552944,"Otu00092","L2_Logistic_Regression"
0.59193623881839,0.59193623881839,"Otu00058","L2_Logistic_Regression"
0.590844081547743,0.590844081547743,"Otu00014","L2_Logistic_Regression"
0.590454025379655,0.590454025379655,"Otu00231","L2_Logistic_Regression"
0.751261181610152,0.751261181610152,"fit_result","L2_Logistic_Regression"
0.627223320158103,0.627223320158103,"Otu00058","L2_Logistic_Regression"
0.607525483669648,0.607525483669648,"Otu00002","L2_Logistic_Regression"
0.604548054919908,0.604548054919908,"Otu00264","L2_Logistic_Regression"
0.59259933430414,0.59259933430414,"Otu00128","L2_Logistic_Regression"
0.584967235281881,0.584967235281881,"Otu00110","L2_Logistic_Regression"
0.582301851466611,0.582301851466611,"Otu00822","L2_Logistic_Regression"
0.581547742874974,0.581547742874974,"Otu00044","L2_Logistic_Regression"
0.581391720407739,0.581391720407739,"Otu00495","L2_Logistic_Regression"
0.579948512585812,0.579948512585812,"Otu00014","L2_Logistic_Regression"
0.769307780320366,0.769307780320366,"fit_result","L2_Logistic_Regression"
0.619331183690451,0.619331183690451,"Otu00058","L2_Logistic_Regression"
0.601778656126482,0.601778656126482,"Otu00264","L2_Logistic_Regression"
0.600374453921365,0.600374453921365,"Otu00002","L2_Logistic_Regression"
0.597162991470772,0.597162991470772,"Otu00128","L2_Logistic_Regression"
0.596044830455586,0.596044830455586,"Otu00110","L2_Logistic_Regression"
0.589894944872062,0.589894944872062,"Otu00109","L2_Logistic_Regression"
0.585864364468483,0.585864364468483,"Otu00361","L2_Logistic_Regression"
0.585695340128979,0.585695340128979,"Otu00021","L2_Logistic_Regression"
0.585292282088621,0.585292282088621,"Otu00092","L2_Logistic_Regression"
0.780801435406699,0.780801435406699,"fit_result","L2_Logistic_Regression"
0.620904410235074,0.620904410235074,"Otu00002","L2_Logistic_Regression"
0.604743083003953,0.604743083003953,"Otu00058","L2_Logistic_Regression"
0.597592053255669,0.597592053255669,"Otu00110","L2_Logistic_Regression"
0.595056688163095,0.595056688163095,"Otu00361","L2_Logistic_Regression"
0.594939671312669,0.594939671312669,"Otu00185","L2_Logistic_Regression"
0.594211566465571,0.594211566465571,"Otu00109","L2_Logistic_Regression"
0.593171416684003,0.593171416684003,"Otu00018","L2_Logistic_Regression"
0.592716351154566,0.592716351154566,"Otu00822","L2_Logistic_Regression"
0.587931662159351,0.587931662159351,"Otu00128","L2_Logistic_Regression"
0.776263781984606,0.776263781984606,"fit_result","L2_Logistic_Regression"
0.631786977324735,0.631786977324735,"Otu00002","L2_Logistic_Regression"
0.621866548783025,0.621866548783025,"Otu00024","L2_Logistic_Regression"
0.60812356979405,0.60812356979405,"Otu00003","L2_Logistic_Regression"
0.60316985645933,0.60316985645933,"Otu00005","L2_Logistic_Regression"
0.597319013938007,0.597319013938007,"Otu00058","L2_Logistic_Regression"
0.587411587268567,0.587411587268567,"Otu00128","L2_Logistic_Regression"
0.586488454337425,0.586488454337425,"Otu00361","L2_Logistic_Regression"
0.584616184730601,0.584616184730601,"Otu00014","L2_Logistic_Regression"
0.582639900145621,0.582639900145621,"Otu00168","L2_Logistic_Regression"
